City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
344,Anacortes,US,48.5126,-122.6127,43.09,80,100,9.22
345,Victoria,HK,22.2855,114.1577,83.17,77,0,5.01
346,Totoral,PE,-17.4053,-70.365,54.07,47,0,1.92
347,Nome,US,64.5011,-165.4064,30.27,86,100,10.36
348,Careiro Da Varzea,BR,-3.2003,-59.8119,83.01,83,98,3.51
349,Xining,CN,36.6167,101.7667,53.58,39,5,8.1
350,Ayni,TJ,39.3941,68.5377,44.96,52,0,3.91
351,Kropotkin,RU,45.4375,40.5756,55.13,56,5,11.59
352,Lorengau,PG,-2.0226,147.2712,82.15,75,100,6.55
353,Severomuysk,RU,56.1481,113.4267,-6.66,99,45,4.36
354,Enid,US,36.3956,-97.8784,69.08,79,0,24.16
355,Pechory,RU,57.8164,27.6119,47.66,93,100,6.67
356,Emerald,AU,-23.5333,148.1667,76.33,44,23,6.11
357,Mayo,US,38.8876,-76.5119,51.75,91,40,3.44
358,Taltal,CL,-25.4,-70.4833,58.6,77,1,1.66
359,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,27.63,62,100,24.09
360,Nabire,ID,-3.3667,135.4833,79.39,89,97,4.27
361,Kathmandu,NP,27.7167,85.3167,71.82,43,40,10.36
362,Birao,CF,10.2849,22.7882,91.33,15,2,11.03
363,Tiruchchendur,IN,8.4833,78.1167,89.89,67,96,12.75
364,Fecamp,FR,49.7579,0.3746,52.68,88,9,15.59
365,Nouadhibou,MR,20.931,-17.0347,64.38,94,100,9.22
366,Evensk,RU,61.95,159.2333,3.18,84,81,12.01
367,Kalabo,ZM,-14.97,22.6814,84.25,42,90,8.16
368,Havoysund,NO,70.9963,24.6622,34.03,80,18,13.4
369,Oussouye,SN,12.485,-16.5469,77.09,66,6,2.48
370,Hamina,FI,60.5697,27.1979,49.28,95,99,13.98
371,Yar-Sale,RU,66.8333,70.8333,2.23,90,59,7.99
372,Sao Filipe,CV,14.8961,-24.4956,77.5,68,100,5.84
373,Gat,IL,31.61,34.7642,73.78,100,0,2.42
374,Port Macquarie,AU,-31.4333,152.9167,62.89,66,0,7.31
375,Abu Kamal,SY,34.4506,40.9171,70.48,34,83,4.47
376,Utraula,IN,27.3167,82.4167,83.12,40,0,9.89
377,Thinadhoo,MV,0.5333,72.9333,82.26,69,67,13.67
378,Anderson,US,34.5334,-82.6499,59.92,67,100,12.66
379,Sioux Lookout,CA,50.1001,-91.917,26.67,80,100,4.61
380,Linxia,CN,35.6003,103.2064,56.77,49,49,7.14
381,Pacifica,US,37.6138,-122.4869,49.84,84,20,4.61
382,Tocopilla,CL,-22.092,-70.1979,62.62,68,5,5.75
383,Dingle,PH,10.9995,122.6711,80.46,86,100,7.87
384,Muli,MV,2.9167,73.5667,80.67,76,40,10.51
385,Zhigansk,RU,66.7697,123.3711,-1.62,96,100,16.91
386,Bom Jesus,BR,-9.0744,-44.3586,71.65,84,14,1.41
387,Colac,AU,-38.3333,143.5833,66.16,94,98,7.34
388,Fengrun,CN,39.8333,118.1167,55.29,76,68,6.6
389,Mahebourg,MU,-20.4081,57.7,81.25,61,40,9.22
390,Quimper,FR,48.0,-4.1,55.96,100,75,6.91
391,Vrangel,RU,42.7297,133.0839,45.39,46,0,7.02
392,Dawei,MM,14.0833,98.2,86.86,56,100,4.92
393,Port Augusta,AU,-32.5,137.7667,69.49,64,7,19.6
394,Constitucion,CL,-35.3333,-72.4167,51.13,91,54,5.82
395,El Rusio,HN,14.4667,-86.3667,62.35,98,25,2.95
396,Monsenhor Gil,BR,-5.5642,-42.6078,72.05,76,93,2.62
397,Bereda,ES,43.2686,-7.5406,59.41,100,74,2.21
398,Marienburg,PL,54.0359,19.0266,50.88,82,95,13.04
399,Seoul,KR,37.5683,126.9778,62.2,59,40,5.75
400,Mackay,AU,-21.15,149.2,73.69,66,57,15.52
401,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,95,5.75
402,Olafsvik,IS,64.8945,-23.7142,43.34,90,100,26.42
403,Necochea,AR,-38.5473,-58.7368,55.18,90,67,10.94
404,Meulaboh,ID,4.1363,96.1285,81.63,79,95,8.75
405,Westport,US,41.1415,-73.3579,44.74,85,0,1.99
406,Belyy Yar,RU,53.6039,91.3903,35.49,56,0,15.66
407,Lagos,NG,6.5833,3.75,80.92,66,71,3.09
408,Vallenar,CL,-28.5708,-70.7581,56.59,70,7,2.06
409,Kasongo-Lunda,CD,-6.4667,16.8167,75.18,88,100,0.63
410,Guerrero Negro,MX,27.9769,-114.0611,62.98,67,100,16.84
411,Cabedelo,BR,-6.9811,-34.8339,74.07,69,52,10.49
412,Teya,RU,60.3778,92.6267,23.76,89,100,8.68
413,Mount Isa,AU,-20.7333,139.5,80.37,61,40,10.36
414,Coacoyul,MX,17.8058,-99.11,61.16,93,14,4.05
415,San Policarpo,PH,12.1791,125.5072,82.17,79,54,6.62
416,Labuhan,ID,-6.8844,112.2051,84.42,65,80,3.87
417,Tura,IN,25.5198,90.2201,75.99,71,42,0.94
418,Huilong,CN,31.8111,121.655,68.94,86,1,7.49
419,Santa Fe,AR,-31.6333,-60.7,62.26,66,66,8.48
420,Harper,LR,4.375,-7.7169,80.11,79,77,5.95
421,Guanajuato,MX,21.0186,-101.2591,53.37,81,0,3.85
422,Orcopampa,PE,-15.2661,-72.3417,36.45,63,4,0.36
423,Dali,CN,25.7,100.1833,67.05,39,0,7.09
424,Partyzany,UA,46.3314,34.7503,52.23,69,19,10.45
425,Novo Cruzeiro,BR,-17.4681,-41.8753,63.93,87,50,1.48
426,Karaton,ID,-6.3424,106.1045,77.18,89,100,4.97
427,Catamarca,AR,-28.4696,-65.7852,70.39,49,2,6.91
428,Manicore,BR,-5.8092,-61.3003,72.79,97,100,2.17
429,Houston,US,29.7633,-95.3633,71.35,87,75,9.22
430,Vila Franca Do Campo,PT,37.7167,-25.4333,70.2,92,85,26.13
431,Baft,IR,29.234,56.6057,59.49,45,100,12.21
432,Kushiro,JP,42.975,144.3747,50.95,43,20,10.36
433,Yambio,SS,4.5721,28.3955,80.33,68,87,4.72
434,Aswan,EG,24.0934,32.907,74.5,40,0,9.22
435,Petatlan,MX,17.5167,-101.2667,76.21,92,99,2.68
436,Kudahuvadhoo,MV,2.6708,72.8944,80.15,78,96,12.17
437,Pocone,BR,-16.2567,-56.6228,73.44,41,14,5.64
438,Tuatapere,NZ,-46.1333,167.6833,49.42,86,0,1.72
439,Lucerna,CH,47.0505,8.3064,51.94,91,75,3.44
440,Grande Prairie,CA,55.1667,-118.8027,-9.22,77,20,2.3
441,Noormarkku,FI,61.5927,21.8685,47.98,93,100,8.05
442,Zelenets,RU,61.8849,50.7489,37.65,100,100,5.21
443,Puerto Suarez,BO,-18.95,-57.8,75.6,36,70,2.3
444,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,94,75,35.68
445,Hwange,ZW,-18.3693,26.5019,85.66,44,74,5.5
446,Clyde River,CA,70.4692,-68.5914,-3.77,71,0,9.22
447,Crisan,RO,44.9667,29.4667,59.36,49,11,6.06
448,Vila Velha,BR,-20.3297,-40.2925,68.95,94,0,2.3
449,Sisimiut,GL,66.9395,-53.6735,15.22,86,100,11.12
450,Beloha,MG,-25.1667,45.05,95.52,27,11,7.45
451,Luorong,CN,24.4058,109.6086,84.24,48,91,7.0
452,Qaqortoq,GL,60.7167,-46.0333,23.94,88,100,4.76
453,Jalu,LY,29.0331,21.5482,69.49,46,0,5.97
454,Bertoua,CM,4.5833,13.6833,83.03,59,28,2.46
455,Mezen,RU,65.8522,44.24,32.32,95,100,4.03
456,Sistranda,NO,63.7256,8.834,44.56,80,98,13.78
457,Shingu,JP,33.7333,135.9833,61.47,87,3,6.4
458,Hailar,CN,49.2,119.7,24.62,95,100,8.99
459,Bubaque,GW,11.2833,-15.8333,82.0,70,5,6.29
460,Shirokiy,RU,49.758,129.523,21.63,71,0,0.31
461,Asau,RO,46.4333,26.4,40.12,49,19,2.75
462,Etaples,FR,50.5219,1.6332,54.16,93,20,6.91
463,Clarence Town,AU,-32.5833,151.7833,66.94,67,0,7.16
464,Pemangkat,ID,1.1667,108.9667,83.23,77,97,10.42
465,Yaan,NG,7.3833,8.5667,85.59,55,12,3.78
466,Nanortalik,GL,60.1432,-45.2371,29.39,74,100,11.77
467,Odienne,CI,9.51,-7.5692,78.3,41,0,3.04
468,Araouane,ML,18.9048,-3.5265,79.45,11,1,5.93
469,La Ronge,CA,55.1001,-105.2842,5.22,85,100,6.91
470,Baghdad,IQ,33.3406,44.4009,76.91,31,2,1.14
471,Lisburn,GB,54.5234,-6.0353,58.01,80,100,20.71
472,Solano,US,38.2333,-121.9511,50.22,83,0,6.91
473,Ocean City,US,39.2776,-74.5746,48.97,77,14,2.21
474,Ivybridge,GB,50.3904,-3.9191,56.86,89,99,19.26
475,Ahero,KE,-0.1746,34.9163,81.73,47,95,4.36
476,Seminole,US,28.7086,-81.2081,74.41,95,100,29.93
477,Tezu,IN,27.9167,96.1667,79.43,46,0,1.63
478,Acapulco,MX,16.8634,-99.8901,77.83,85,72,4.12
479,Mkushi,ZM,-13.6202,29.3939,79.54,50,99,6.49
480,Saint Anthony,US,45.0205,-93.218,67.53,87,100,5.01
481,Katobu,ID,-4.9408,122.5276,84.61,70,29,2.48
482,Oistins,BB,13.0667,-59.5333,80.69,83,40,16.11
483,Buenos Aires,AR,-34.6132,-58.3772,65.93,77,0,10.36
484,Angoche,MZ,-16.2325,39.9086,89.69,54,1,18.41
485,Luwuk,ID,-0.9516,122.7875,82.99,81,72,3.58
486,Vao,NC,-22.6667,167.4833,73.65,72,37,13.31
487,Arrecife,ES,28.963,-13.5477,71.58,83,40,8.05
488,Egvekinot,RU,66.3167,-179.1667,10.94,90,100,5.73
489,Sebina,BW,-20.8667,27.25,89.11,27,0,9.17
490,Timra,SE,62.487,17.3257,41.68,100,100,0.0
491,Galle,LK,6.0367,80.217,81.19,75,58,5.57
492,Zunyi,CN,27.6867,106.9072,72.54,51,99,6.08
493,Uddevalla,SE,58.3478,11.9424,52.07,95,78,10.89
494,San Lawrenz,MT,36.0553,14.204,69.21,77,100,1.01
495,Chipinge,ZW,-20.1883,32.6236,76.6,60,76,3.15
496,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,80,100,2.3
497,Trelew,AR,-43.249,-65.3051,66.61,67,100,7.23
498,Pangnirtung,CA,66.1451,-65.7125,-1.73,93,100,3.91
499,Teahupoo,PF,-17.8333,-149.2667,73.36,86,55,12.55
500,Nemuro,JP,43.3236,145.575,44.4,57,42,24.85
501,Amga,RU,60.8953,131.9608,-0.22,99,99,2.77
502,Lianzhou,CN,24.7811,112.3825,82.35,54,60,3.85
503,Tautira,PF,-17.7333,-149.15,76.71,86,65,12.17
504,Kavieng,PG,-2.5744,150.7967,83.07,73,73,3.49
505,Dukat,RU,62.55,155.55,-23.62,100,83,4.23
506,Samarai,PG,-10.6167,150.6667,81.57,70,52,11.99
507,Matamoros,MX,25.5333,-103.25,64.11,56,6,3.67
508,Puerto Ayacucho,VE,5.6639,-67.6236,72.82,94,64,2.42
509,Huarmey,PE,-10.0681,-78.1522,62.83,87,12,5.41
510,Kamenka,RU,51.3223,42.7678,46.42,67,86,10.22
511,Prince Rupert,CA,54.3161,-130.3201,35.29,53,75,19.57
512,Stettler,CA,52.3168,-112.7186,-0.65,100,7,8.05
513,Along,IN,28.1667,94.7667,80.67,45,0,1.79
514,Isangel,VU,-19.55,169.2667,77.16,87,9,6.82
515,Saint-Pierre,RE,-21.3393,55.4781,80.28,61,100,18.41
516,Nagutskoye,RU,44.4415,42.8762,43.02,76,100,9.28
517,Lasa,IT,46.6166,10.7002,45.36,95,100,5.95
518,Najran,SA,17.4924,44.1277,84.85,15,0,11.1
519,Nyurba,RU,63.2842,118.3319,20.55,93,100,10.54
520,Newark,US,40.7357,-74.1724,49.96,81,0,0.0
521,Dzaoudzi,YT,-12.7887,45.2699,85.89,62,40,11.5
522,Palma Di Montechiaro,IT,37.1926,13.765,64.31,75,99,2.84
523,Berlevag,NO,70.8578,29.0864,35.55,80,75,6.91
524,Natal,BR,-5.795,-35.2094,74.05,88,40,4.61
525,Nelson Bay,AU,-32.7167,152.15,67.08,74,0,11.99
526,Mogadishu,SO,2.0371,45.3438,85.87,79,75,10.36
527,Erenhot,CN,43.6475,111.9767,50.22,60,74,7.74
528,Yagodnoye,RU,62.55,149.6667,-18.9,100,79,3.94
529,Pyapon,MM,16.2833,95.6833,86.63,59,80,5.86
530,Labuan,MY,5.2767,115.2417,84.56,79,40,5.99
531,Margate,GB,51.3813,1.3862,57.9,85,58,5.01
532,Broken Hill,AU,-31.95,141.4333,74.1,46,98,7.94
533,Toora-Khem,RU,52.4675,96.11,24.46,62,99,2.15
534,Axim,GH,4.8699,-2.2405,82.27,73,100,9.37
535,Verkh-Chebula,RU,56.0308,87.6218,30.02,80,100,14.43
536,Udachnyy,RU,66.4167,112.4,3.45,84,100,11.36
537,Dwarka,IN,22.2394,68.9678,86.29,40,0,8.72
538,Macomer,IT,40.262,8.7699,68.34,59,94,0.74
539,Port Pirie,AU,-33.1833,138.0167,68.76,63,1,13.13
540,Sur,OM,22.5667,59.5289,85.32,46,0,7.83
541,Trairi,BR,-3.2778,-39.2689,79.9,73,100,10.02
542,San Cristobal,VE,7.7669,-72.225,64.35,99,100,3.8
543,Bagotville,AU,-28.9833,153.4167,63.86,77,0,8.37
544,Olavarria,AR,-36.8927,-60.3225,50.7,90,17,8.23
545,Batagay-Alyta,RU,67.8006,130.4114,-17.28,90,69,3.22
546,Porlamar,VE,10.958,-63.8491,78.89,100,99,2.3
547,Walvis Bay,NA,-22.9575,14.5053,65.35,72,5,8.05
548,Numaligarh,IN,26.6333,93.75,79.39,61,0,2.57
549,Pospelikha,RU,51.95,81.7667,32.77,79,100,15.73
550,Mega,ET,4.05,38.3,75.76,39,99,18.21
551,Malacacheta,BR,-17.8422,-42.0767,64.51,84,44,1.16
552,Assinovskaya,RU,43.24,45.18,49.08,57,95,4.81
553,Hovd,MN,48.0056,91.6419,28.09,33,71,4.92
554,Sabha,LY,27.0377,14.4283,69.33,44,0,8.05
555,Pisticci,IT,40.3906,16.5568,58.8,63,51,0.58
556,Kapit,MY,2.0167,112.9333,80.53,95,96,2.15
557,Muyezerskiy,RU,63.9333,31.65,34.54,98,100,3.44
558,Aykhal,RU,66.0,111.5,1.33,97,100,8.7
559,Tawang,IN,27.5833,91.8667,53.82,38,0,6.51
560,Chokurdakh,RU,70.6333,147.9167,-12.46,100,93,8.84
561,Manggar,ID,-2.8833,108.2667,83.73,73,100,7.63
562,Bontang,ID,0.1333,117.5,82.22,80,96,4.56
563,Bandrele,YT,-12.9067,45.1914,85.75,62,40,11.5
564,Milton,US,34.1322,-84.3007,60.6,70,85,3.0
565,Manta,EC,-0.95,-80.7333,69.58,88,40,6.91
566,Kamaishi,JP,39.2667,141.8833,56.44,75,100,6.13
567,Indian Head,US,38.6001,-77.1622,48.81,91,0,2.04
568,San Patricio,US,28.017,-97.5169,77.9,88,52,5.3
569,Sooke,CA,48.3746,-123.7276,41.58,92,45,3.96
570,Boende,CD,-0.2167,20.8667,81.86,63,100,1.12
571,Mbeya,TZ,-8.9,33.45,76.3,42,95,5.06
572,Shar,KZ,49.5886,81.0453,32.43,84,32,5.3
573,Okha,RU,53.5739,142.9478,24.8,66,98,19.73
574,Korla,CN,41.7597,86.1469,49.53,38,97,1.97
575,Nayudupeta,IN,13.9,79.9,81.48,59,80,16.26
576,Tselinnoye,RU,53.0833,85.6667,32.07,72,98,12.73
577,Namtsy,RU,62.7161,129.6658,-2.18,98,100,5.14
578,Stornoway,GB,58.2093,-6.3865,55.92,94,75,35.68
579,Moose Factory,CA,51.2585,-80.6094,35.6,87,100,5.75
580,Ambon,ID,-3.6954,128.1814,86.14,74,40,5.75
581,Esmeralda,CU,21.8525,-78.1169,71.38,93,13,7.31
582,Tilichiki,RU,60.4667,166.1,6.44,93,97,7.43
583,Ketchikan,US,55.3422,-131.6461,31.41,55,100,5.01
584,Vagur,FO,61.4732,-6.8119,50.81,88,100,34.09
585,Komsomolskiy,UZ,40.4272,71.7189,48.92,53,19,2.3
586,Kokopo,PG,-4.352,152.2633,77.61,88,99,8.99
587,Doka,SD,13.5167,35.7667,90.43,31,10,6.96
588,Kyra,RU,49.5776,111.9753,30.65,78,100,2.28
589,Tornio,FI,65.8481,24.1466,28.42,92,91,2.98
590,Wasilla,US,61.5814,-149.4394,33.73,75,46,3.0
591,Batagay,RU,67.6333,134.6333,-17.18,99,95,4.25
592,Mahibadhoo,MV,3.7833,72.9667,80.8,76,93,12.15
593,Ossora,RU,59.2353,163.0719,16.41,84,100,3.27
594,Grevesmuhlen,DE,53.8667,11.1833,50.29,93,100,15.17
595,Monte Alegre De Minas,BR,-18.8706,-48.8808,69.4,67,1,6.44
596,Villa Del Rosario,CO,7.8339,-72.4742,69.69,98,100,0.83
597,Waipawa,NZ,-41.4122,175.5153,47.52,71,31,9.91
598,Conroe,US,30.3119,-95.456,70.72,94,35,4.61
599,Vienna,AT,48.2085,16.3721,53.8,89,20,5.01
600,Motygino,RU,58.1831,94.7592,25.56,93,100,8.84
601,Sampit,ID,-2.5333,112.95,79.66,92,100,2.82
602,Carutapera,BR,-1.195,-46.02,76.39,86,86,5.1
603,Changzhou,CN,31.7833,119.9667,76.21,49,0,3.56
604,Mastic Beach,US,40.7668,-72.8521,50.4,77,7,12.12
605,Asfi,MA,32.2994,-9.2372,66.56,78,5,13.31
606,Partizansk,RU,43.1258,133.1339,36.32,53,3,4.81
607,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,36,0,8.05
608,Killybegs,IE,54.6333,-8.45,58.71,82,100,28.34
609,San Rafael,AR,-34.6177,-68.3301,56.25,81,66,6.22
610,Wairoa,NZ,-39.0333,177.3667,57.54,73,100,8.01
611,Alice Springs,AU,-23.7,133.8833,89.15,40,85,10.36
612,Jackson,US,42.4165,-122.8345,38.79,94,17,2.3
613,Sept-Iles,CA,50.2001,-66.3821,35.6,76,100,4.61
614,Laerdalsoyri,NO,61.098,7.4816,46.72,93,75,1.14
615,Aborlan,PH,9.4352,118.5492,87.87,79,88,6.46
616,Dalaba,GN,10.7,-12.25,70.47,50,0,1.9
617,Aksarka,RU,66.5606,67.7975,5.7,95,54,6.89
618,Verkhoyansk,RU,67.5447,133.385,-16.4,100,94,1.77
619,Buchanan,LR,5.8808,-10.0467,80.24,76,75,2.13
620,Manokwari,ID,-0.8667,134.0833,80.76,79,99,1.36
621,Tiznit,MA,29.5833,-9.5,69.03,28,0,1.12
622,Manturovo,RU,58.3353,44.7619,44.11,97,100,8.84
623,Lishu,CN,43.3047,124.3278,48.43,72,6,5.08
624,Okhotsk,RU,59.3833,143.3,6.06,67,0,17.34
625,Rameswaram,IN,9.2833,79.3,81.41,74,100,15.35
626,Mugan,CN,35.9404,101.3842,57.92,25,24,3.47
627,Bismarck,US,46.8083,-100.7837,19.24,90,100,13.8
628,Kahului,US,20.8947,-156.47,76.84,78,6,3.0
629,Bosaso,SO,11.2842,49.1816,84.18,70,20,13.8
630,Gumdag,TM,39.2061,54.5906,55.87,30,55,15.55
631,Buraydah,SA,26.326,43.975,79.25,23,100,1.68
632,Adre,TD,13.4667,22.2,85.08,17,11,10.78
633,Worland,US,44.0169,-107.9554,11.59,86,100,3.0
634,Algiers,DZ,36.7525,3.042,66.02,68,20,3.44
635,Jardim,BR,-21.4803,-56.1381,67.68,54,3,4.16
636,Ust-Kuyga,RU,70.0167,135.6,-17.54,100,94,5.32
637,Orumiyeh,IR,37.5527,45.0761,54.95,47,40,4.61
638,Wahiawa,US,21.5028,-158.0236,73.76,73,0,9.62
639,Seydi,TM,39.4816,62.9137,51.12,37,92,5.39
640,Yatou,CN,37.15,122.3833,59.13,88,90,7.61
641,Jacqueville,CI,5.2052,-4.4146,81.12,75,87,9.51
642,Mbandaka,CD,0.0487,18.2603,76.66,85,100,4.07
643,Pevek,RU,69.7008,170.3133,-5.19,97,100,3.33
644,Cam Ranh,VN,11.9214,109.1591,84.16,74,40,13.8
645,Yola,NG,9.2,12.4833,84.02,58,39,6.91
646,Port Moresby,PG,-9.4431,147.1797,81.82,74,20,17.27
647,Lunglei,IN,22.8833,92.7333,78.44,35,21,4.43
648,Kholmogory,RU,64.2229,41.656,32.97,85,100,2.75
649,Grand Gaube,MU,-20.0064,57.6608,81.37,56,8,13.0
650,Maniitsoq,GL,65.4167,-52.9,17.85,51,100,5.84
651,Kangaatsiaq,GL,68.3065,-53.4641,21.02,80,100,23.04
652,Kirovsk,UA,48.6375,38.6428,47.75,63,29,7.9
653,Alice,US,27.7523,-98.0697,69.49,97,100,3.44
654,Ellsworth,US,44.5434,-68.4195,49.89,77,28,7.0
655,Half Moon Bay,US,37.4636,-122.4286,50.54,87,0,0.0
656,Brotas,BR,-22.2842,-48.1267,61.39,78,0,5.1
657,Mont-De-Marsan,FR,44.0,-0.6667,52.79,100,17,3.44
658,Rochester,US,43.1548,-77.6156,54.12,38,4,5.99
659,Quatre Cocos,MU,-20.2078,57.7625,81.09,59,36,11.56
660,Pundaguitan,PH,6.3711,126.1689,83.75,74,100,14.0
661,Yerkoy,TR,39.6381,34.4672,52.79,54,6,1.59
662,Valenca Do Piaui,BR,-6.4075,-41.7456,73.87,61,45,2.26
663,Tazmalt,DZ,36.3868,4.3989,66.54,55,92,3.24
664,Dongying,CN,37.4564,118.4856,65.21,59,62,5.26
665,Mazatlan,MX,23.2167,-106.4167,73.9,89,11,1.99
666,College,US,64.8569,-147.8028,12.09,97,96,2.06
667,Brenham,US,30.1669,-96.3977,70.14,52,100,4.61
668,Mildura,AU,-34.2,142.15,68.07,82,100,20.65
669,Ayan,RU,56.45,138.1667,18.75,54,52,16.04
670,Zeya,RU,53.75,127.2667,13.53,93,8,2.71
671,Lardos,GR,36.0942,28.0157,67.82,50,0,2.75
672,Sokol,RU,59.4617,40.1206,43.77,96,100,9.17
673,Markova,UA,48.6758,24.4138,52.9,61,88,4.56
674,Sinegorye,RU,62.0788,150.477,-13.67,99,99,1.72
675,San Quintin,MX,30.4833,-115.95,58.69,66,2,10.4
676,Puerto Gaitan,CO,4.3133,-72.0816,73.63,87,100,3.65
677,Gorodets,RU,56.6514,43.475,45.5,87,100,11.23
678,Kitimat,CA,54.0524,-128.6534,20.91,72,55,2.04
679,Koslan,RU,63.4564,48.8989,33.55,99,100,5.79
680,Hami,CN,42.8,93.45,47.89,30,100,7.25
681,Pitanga,BR,-24.7572,-51.7614,53.02,87,15,3.47
682,Sao Gabriel,BR,-30.3364,-54.32,55.11,95,0,10.4
683,Bijar,IR,35.8668,47.6051,50.25,52,96,4.81
684,Villazon,BO,-22.0866,-65.5942,40.98,43,0,7.07
685,Gondanglegi,ID,-7.7479,112.0132,80.46,81,100,9.33
686,Lufkin,US,31.3382,-94.7291,66.83,97,100,5.75
687,Choya,RU,52.0108,86.5467,33.89,62,100,1.25
688,Sembakung,ID,3.8167,117.25,81.81,88,99,2.77
689,Lake Havasu City,US,34.4839,-114.3224,55.4,51,0,11.5
690,Otradnoye,RU,59.7775,30.8181,50.09,91,100,8.05
